none,16.658129,parquet
none,3.441475,parquet
none,3.754914,parquet
none,3.204685,parquet
none,3.416633,parquet
none,2.996665,parquet
none,2.817235,parquet
none,2.965961,parquet
none,2.838797,parquet
none,3.061296,parquet
none,2.967779,parquet
none,2.742668,parquet
none,2.77448,parquet
none,2.743335,parquet
none,3.244027,parquet
none,2.867426,parquet
none,2.834791,parquet
none,2.66215,parquet
none,2.901794,parquet
none,2.7076,parquet
none,2.803988,parquet
none,2.832021,parquet
none,3.097868,parquet
none,2.717104,parquet
none,2.717083,parquet
none,2.830108,parquet
none,2.651134,parquet
none,2.658801,parquet
none,2.705073,parquet
none,3.201221,parquet
uncompressed,3.364902,parquet
uncompressed,2.659585,parquet
uncompressed,2.761945,parquet
uncompressed,2.695011,parquet
uncompressed,2.767553,parquet
uncompressed,2.721,parquet
uncompressed,2.852487,parquet
uncompressed,2.631195,parquet
uncompressed,2.641779,parquet
uncompressed,2.583492,parquet
uncompressed,2.618707,parquet
uncompressed,3.162432,parquet
uncompressed,3.206127,parquet
uncompressed,2.787955,parquet
uncompressed,2.656099,parquet
uncompressed,2.624236,parquet
uncompressed,2.627039,parquet
uncompressed,2.797534,parquet
uncompressed,3.07614,parquet
uncompressed,2.636017,parquet
uncompressed,2.608112,parquet
uncompressed,2.825319,parquet
uncompressed,2.609135,parquet
uncompressed,2.551533,parquet
uncompressed,2.663889,parquet
uncompressed,2.604321,parquet
uncompressed,2.853289,parquet
uncompressed,2.541844,parquet
uncompressed,2.597324,parquet
uncompressed,2.533072,parquet
snappy,3.137174,parquet
snappy,2.794491,parquet
snappy,2.583775,parquet
snappy,2.653316,parquet
snappy,2.655902,parquet
snappy,2.550494,parquet
snappy,2.611778,parquet
snappy,2.69361,parquet
snappy,2.607059,parquet
snappy,2.792628,parquet
snappy,2.58922,parquet
snappy,2.595037,parquet
snappy,2.564385,parquet
snappy,2.578516,parquet
snappy,2.646555,parquet
snappy,2.6266,parquet
snappy,3.194477,parquet
snappy,2.719336,parquet
snappy,2.623589,parquet
snappy,2.607129,parquet
snappy,2.695875,parquet
snappy,2.558562,parquet
snappy,2.591409,parquet
snappy,2.630738,parquet
snappy,3.21149,parquet
snappy,2.549213,parquet
snappy,2.520041,parquet
snappy,4.085628,parquet
snappy,2.47396,parquet
snappy,2.526488,parquet
gzip,3.259247,parquet
gzip,2.858832,parquet
gzip,2.505951,parquet
gzip,3.008731,parquet
gzip,2.917981,parquet
gzip,2.496402,parquet
gzip,2.634581,parquet
gzip,2.577954,parquet
gzip,2.503963,parquet
gzip,2.963218,parquet
gzip,2.540206,parquet
gzip,2.453102,parquet
gzip,2.483165,parquet
gzip,2.598913,parquet
gzip,2.801643,parquet
gzip,2.762419,parquet
gzip,2.470966,parquet
gzip,2.979839,parquet
gzip,2.626185,parquet
gzip,2.479549,parquet
gzip,2.552345,parquet
gzip,2.619954,parquet
gzip,2.498335,parquet
gzip,2.717196,parquet
gzip,2.42193,parquet
gzip,3.107978,parquet
gzip,2.518986,parquet
gzip,2.824398,parquet
gzip,2.669607,parquet
gzip,2.517608,parquet
none,4.50079,orc
none,2.764171,orc
none,2.711062,orc
none,2.666581,orc
none,2.504454,orc
none,2.611502,orc
none,2.841216,orc
none,2.584286,orc
none,2.562202,orc
none,2.433911,orc
none,2.605461,orc
none,2.385419,orc
none,2.302593,orc
none,2.331197,orc
none,2.292904,orc
none,2.347431,orc
none,2.611342,orc
none,2.343137,orc
none,2.413889,orc
none,2.309377,orc
none,3.156732,orc
none,2.472522,orc
none,3.100294,orc
none,2.959165,orc
none,2.90602,orc
none,2.501718,orc
none,2.809476,orc
none,2.470139,orc
none,2.398126,orc
none,2.854288,orc
snappy,2.689372,orc
snappy,2.524068,orc
snappy,2.348168,orc
snappy,2.673904,orc
snappy,2.344825,orc
snappy,2.401445,orc
snappy,2.864409,orc
snappy,2.394846,orc
snappy,2.356281,orc
snappy,2.330043,orc
snappy,2.278531,orc
snappy,2.321871,orc
snappy,2.455273,orc
snappy,3.381558,orc
snappy,2.676101,orc
snappy,8.377866,orc
snappy,6.136044,orc
snappy,6.521402,orc
snappy,3.244066,orc
snappy,2.637731,orc
snappy,3.647152,orc
snappy,3.092256,orc
snappy,3.445621,orc
snappy,2.398957,orc
snappy,2.412516,orc
snappy,2.616093,orc
snappy,2.343213,orc
snappy,2.26421,orc
snappy,2.58776,orc
snappy,2.285464,orc
zlib,2.574337,orc
zlib,2.386818,orc
zlib,2.323436,orc
zlib,2.395967,orc
zlib,2.419595,orc
zlib,2.658253,orc
zlib,2.505298,orc
zlib,2.361523,orc
zlib,2.317138,orc
zlib,2.343472,orc
zlib,2.567418,orc
zlib,2.338886,orc
zlib,2.388154,orc
zlib,2.39642,orc
zlib,2.390167,orc
zlib,2.323066,orc
zlib,2.326208,orc
zlib,2.325264,orc
zlib,2.252824,orc
zlib,2.378842,orc
zlib,2.36181,orc
zlib,2.331633,orc
zlib,2.309865,orc
zlib,2.991639,orc
zlib,2.299097,orc
zlib,2.76197,orc
zlib,2.375672,orc
zlib,2.376785,orc
zlib,2.301004,orc
zlib,2.565444,orc
